img_path,task,activity,id,F,O,T,E,R,C,name
../data/outputs/test1/activity1/21e0e-74432.jpg,bookleta,activity1,21e0e-74432,,1.0,1.0,0.0,,1,slice of avocado
../data/outputs/test1/activity1/21e0e-75615.jpg,bookleta,activity1,21e0e-75615,,1.0,2.0,6.0,,2,great butterfly
../data/outputs/test1/activity1/21e0e-76346.jpg,bookleta,activity1,21e0e-76346,,1.0,2.0,7.0,,1,
../data/outputs/test1/activity1/21e0e-76440.jpg,bookleta,activity1,21e0e-76440,,1.0,2.0,7.0,,1,flower in the sun
../data/outputs/test1/activity1/21e0e-76485.jpg,bookleta,activity1,21e0e-76485,,1.0,3.0,10.0,,2,balance
../data/outputs/test1/activity1/21e0e-76767.jpg,bookleta,activity1,21e0e-76767,,1.0,3.0,4.0,,1,simply
../data/outputs/test1/activity1/21e0e-76888.jpg,bookleta,activity1,21e0e-76888,,1.0,2.0,4.0,,,
../data/outputs/test1/activity1/21e0e-76948.jpg,bookleta,activity1,21e0e-76948,,1.0,2.0,8.0,,1,a back leather back turtle
../data/outputs/test1/activity1/2953c-0218.jpg,bookleta,activity1,2953c-0218,,,1.0,2.0,,2,double clove tree
../data/outputs/test1/activity1/2953c-68225.jpg,bookleta,activity1,2953c-68225,,1.0,1.0,16.0,,2,twisted looking bear
../data/outputs/test1/activity1/2953c-69812.jpg,bookleta,activity1,2953c-69812,,1.0,1.0,2.0,,2,mr. potato head
../data/outputs/test1/activity1/2953c-71101.jpg,bookleta,activity1,2953c-71101,,0.0,1.0,9.0,,2,rock star
../data/outputs/test1/activity1/2953c-71246.jpg,bookleta,activity1,2953c-71246,,,2.0,2.0,,2,got cheese
../data/outputs/test1/activity1/2953c-71495.jpg,bookleta,activity1,2953c-71495,,1.0,1.0,12.0,,2,beauty the pup
../data/outputs/test1/activity1/2953c-71581.jpg,bookleta,activity1,2953c-71581,,1.0,1.0,2.0,,2,
../data/outputs/test1/activity1/2953c-71792.jpg,bookleta,activity1,2953c-71792,,1.0,2.0,3.0,,2,we didn't see it
../data/outputs/test1/activity1/2953c-72558.jpg,bookleta,activity1,2953c-72558,,1.0,1.0,7.0,,2,
../data/outputs/test1/activity1/2953c-72841.jpg,bookleta,activity1,2953c-72841,,,3.0,,,,ink lead paper
../data/outputs/test1/activity1/326d8-71453.jpg,bookleta,activity1,326d8-71453,,1.0,2.0,8.0,,2,the dancing 
../data/outputs/test1/activity1/326d8-71988.jpg,bookleta,activity1,326d8-71988,,1.0,2.0,13.0,,2,s
../data/outputs/test1/activity1/326d8-74312.jpg,bookleta,activity1,326d8-74312,,1.0,2.0,11.0,,1,the little art
../data/outputs/test1/activity1/326d8-74913.jpg,bookleta,activity1,326d8-74913,,0.0,3.0,15.0,,1,silence
../data/outputs/test1/activity1/326d8-75525.jpg,bookleta,activity1,326d8-75525,,1.0,2.0,20.0,,2,window shopper
../data/outputs/test1/activity1/326d8-76726.jpg,bookleta,activity1,326d8-76726,,1.0,0.0,5.0,,2,
../data/outputs/test1/activity1/326d8-Redacted_04-12-12 A.jpg,bookleta,activity1,326d8-Redacted_04-12-12 A,,0.0,2.0,2.0,,0,sleeping beauty
../data/outputs/test1/activity1/39dc2-66910.jpg,bookleta,activity1,39dc2-66910,,1.0,1.0,5.0,,1,lazy daisy
../data/outputs/test1/activity1/39dc2-70689.jpg,bookleta,activity1,39dc2-70689,,0.0,3.0,16.0,,2,puss & the guardian
../data/outputs/test1/activity1/39dc2-70737.jpg,bookleta,activity1,39dc2-70737,,,,,,,the astract way
../data/outputs/test1/activity1/39dc2-72516.jpg,bookleta,activity1,39dc2-72516,,1.0,2.0,6.0,,2,the sleeping flower
../data/outputs/test1/activity1/39dc2-73110.jpg,bookleta,activity1,39dc2-73110,,1.0,2.0,9.0,,2,flower insects
../data/outputs/test1/activity1/39dc2-73297.jpg,bookleta,activity1,39dc2-73297,,1.0,3.0,10.0,,1,cat waiting on egg
../data/outputs/test1/activity1/39dc2-73737.jpg,bookleta,activity1,39dc2-73737,,0.0,1.0,2.0,,1,the black egg
../data/outputs/test1/activity1/39dc2-75204.jpg,bookleta,activity1,39dc2-75204,,1.0,2.0,11.0,,2,
../data/outputs/test1/activity1/39dc2-76355.jpg,bookleta,activity1,39dc2-76355,,1.0,3.0,9.0,,1,the alliance
../data/outputs/test1/activity1/39dc2-78658.jpg,bookleta,activity1,39dc2-78658,,1.0,3.0,2.0,,1,S
../data/outputs/test1/activity1/39dc2-80015.jpg,bookleta,activity1,39dc2-80015,,1.0,1.0,6.0,,1,Eating issues
../data/outputs/test1/activity2a/b238c-77060.jpg,bookleta,activity2a,b238c-77060,,,,,,,
../data/outputs/test1/activity1/3d919-61995.jpg,bookleta,activity1,3d919-61995,,0.0,1.0,0.0,,0,mice would
../data/outputs/test1/activity1/3d919-66985.jpg,bookleta,activity1,3d919-66985,,1.0,1.0,9.0,,1,a village
../data/outputs/test1/activity1/3d919-75589.jpg,bookleta,activity1,3d919-75589,,1.0,2.0,4.0,,1,under the sea
../data/outputs/test1/activity1/3ee42-32761-UM.jpg,bookleta,activity1,3ee42-32761-UM,,1.0,2.0,10.0,,2,a french dog
../data/outputs/test1/activity1/3ee42-52578-UM.jpg,bookleta,activity1,3ee42-52578-UM,,1.0,3.0,2.0,,,the biggest
../data/outputs/test1/activity1/3ee42-68082-UM.jpg,bookleta,activity1,3ee42-68082-UM,,0.0,3.0,22.0,,,the stubborn egg
../data/outputs/test1/activity1/3ee42-69371-UM.jpg,bookleta,activity1,3ee42-69371-UM,,0.0,3.0,30.0,,,aliens in the attick
../data/outputs/test1/activity1/3ee42-70441-UM.jpg,bookleta,activity1,3ee42-70441-UM,,1.0,3.0,6.0,,2,new birth
../data/outputs/test1/activity1/3ee42-71488-UM.jpg,bookleta,activity1,3ee42-71488-UM,,0.0,3.0,8.0,,,frosty
../data/outputs/test1/activity1/3ee42-74440-UM.jpg,bookleta,activity1,3ee42-74440-UM,,1.0,2.0,4.0,,1,my plan
../data/outputs/test1/activity1/3ee42-75666-UM.jpg,bookleta,activity1,3ee42-75666-UM,,1.0,3.0,4.0,,1,the ovaled butterfly
../data/outputs/test1/activity1/3ee42-76486-UM.jpg,bookleta,activity1,3ee42-76486-UM,,1.0,2.0,8.0,,,sunflower field
../data/outputs/test1/activity1/406e2-19836.jpg,bookleta,activity1,406e2-19836,,,,0.0,,,insects 
../data/outputs/test1/activity1/406e2-67801.jpg,bookleta,activity1,406e2-67801,,,,0.0,,2,eyeball
../data/outputs/test1/activity1/406e2-70547.jpg,bookleta,activity1,406e2-70547,,,,,,,the perfect pear
../data/outputs/test1/activity1/406e2-71596.jpg,bookleta,activity1,406e2-71596,,,,0.0,,2,black secret flower
../data/outputs/test1/activity1/406e2-71650.jpg,bookleta,activity1,406e2-71650,,,,8.0,,2,black bird
../data/outputs/test1/activity1/406e2-71944.jpg,bookleta,activity1,406e2-71944,,1.0,2.0,10.0,,2,tree of life
../data/outputs/test1/activity1/406e2-71945.jpg,bookleta,activity1,406e2-71945,,1.0,1.0,3.0,,1,the black fruit
../data/outputs/test1/activity1/4c2f9-09558_UM_TTCT Post ASS SS2011 EoL2.jpg,bookleta,activity1,4c2f9-09558_UM_TTCT Post ASS SS2011 EoL2,,1.0,1.0,2.0,,2,the bug
../data/outputs/test1/activity1/4f5cb-71595.jpg,bookleta,activity1,4f5cb-71595,,1.0,2.0,2.0,,1,
../data/outputs/test1/activity1/4f5cb-74570_M.jpg,bookleta,activity1,4f5cb-74570_M,,1.0,2.0,29.0,,2,
../data/outputs/test1/activity1/4f5cb-74593.jpg,bookleta,activity1,4f5cb-74593,,1.0,2.0,23.0,,2,lady sliping off rock
../data/outputs/test1/activity1/4f5cb-74662.jpg,bookleta,activity1,4f5cb-74662,,1.0,1.0,6.0,,2,
../data/outputs/test1/activity1/4f5cb-74883.jpg,bookleta,activity1,4f5cb-74883,,1.0,2.0,35.0,,2,
../data/outputs/test1/activity1/4f5cb-75231.jpg,bookleta,activity1,4f5cb-75231,,1.0,2.0,29.0,,2,jimmy the giant cat
../data/outputs/test1/activity1/4f5cb-75307.jpg,bookleta,activity1,4f5cb-75307,,1.0,3.0,28.0,,2,
../data/outputs/test1/activity1/4f5cb-75578.jpg,bookleta,activity1,4f5cb-75578,,1.0,2.0,7.0,,1,the blind mouse
../data/outputs/test1/activity1/4f5cb-75884.jpg,bookleta,activity1,4f5cb-75884,,1.0,3.0,9.0,,2,searching for a home
../data/outputs/test1/activity1/4f5cb-76184.jpg,bookleta,activity1,4f5cb-76184,,1.0,1.0,12.0,,0,happy place
../data/outputs/test1/activity1/4f5cb-76904.jpg,bookleta,activity1,4f5cb-76904,,1.0,3.0,15.0,,2,in the essence of life
../data/outputs/test1/activity1/4f5cb-77565.jpg,bookleta,activity1,4f5cb-77565,,1.0,0.0,4.0,,2,snow
../data/outputs/test1/activity1/4f5cb-77755.jpg,bookleta,activity1,4f5cb-77755,,0.0,1.0,24.0,,2,
../data/outputs/test1/activity1/6544f-50452.jpg,bookleta,activity1,6544f-50452,,1.0,2.0,10.0,,1,burried
../data/outputs/test1/activity1/6544f-70538.jpg,bookleta,activity1,6544f-70538,,1.0,2.0,2.0,,2,the big chicken
../data/outputs/test1/activity1/6544f-70590.jpg,bookleta,activity1,6544f-70590,,1.0,3.0,2.0,,1,flower of faith
../data/outputs/test1/activity1/6544f-72595.jpg,bookleta,activity1,6544f-72595,,1.0,1.0,,,1,
../data/outputs/test1/activity1/6544f-73134.jpg,bookleta,activity1,6544f-73134,,0.0,2.0,10.0,,1,humpty 
../data/outputs/test1/activity1/6544f-74144.jpg,bookleta,activity1,6544f-74144,,1.0,2.0,2.0,,2,the big chicken in the soup
../data/outputs/test1/activity1/6544f-74340.jpg,bookleta,activity1,6544f-74340,,1.0,2.0,6.0,,1,a new kind of fly
../data/outputs/test1/activity1/6544f-74653.jpg,bookleta,activity1,6544f-74653,,1.0,1.0,6.0,,1,mr. potato head
../data/outputs/test1/activity1/6544f-75077.jpg,bookleta,activity1,6544f-75077,,0.0,2.0,9.0,,0,easter egg hunt
../data/outputs/test1/activity1/6544f-75506.jpg,bookleta,activity1,6544f-75506,,0.0,2.0,23.0,,1,k. o.'s black eye
../data/outputs/test1/activity1/6544f-75549.jpg,bookleta,activity1,6544f-75549,,0.0,2.0,10.0,,0,I burned my nose
../data/outputs/test1/activity1/6544f-76290.jpg,bookleta,activity1,6544f-76290,,0.0,1.0,9.0,,1,hard
../data/outputs/test1/activity1/6544f-76294.jpg,bookleta,activity1,6544f-76294,,1.0,2.0,14.0,,2,mario de bamber
../data/outputs/test1/activity1/6544f-77880.jpg,bookleta,activity1,6544f-77880,,0.0,3.0,14.0,,2,sadness & sorrow
../data/outputs/test1/activity1/65a68-44653.jpg,bookleta,activity1,65a68-44653,,1.0,1.0,12.0,,2,the upside down tree
../data/outputs/test1/activity1/65a68-64865.jpg,bookleta,activity1,65a68-64865,,1.0,1.0,6.0,,2,paw print in the grass
../data/outputs/test1/activity1/65a68-67706.jpg,bookleta,activity1,65a68-67706,,,,2.0,,2,
../data/outputs/test1/activity1/65a68-68251.jpg,bookleta,activity1,65a68-68251,,1.0,2.0,8.0,,2,the beauty deep
../data/outputs/test1/activity1/65a68-71482.jpg,bookleta,activity1,65a68-71482,,1.0,1.0,10.0,,2,
../data/outputs/test1/activity1/65a68-71565.jpg,bookleta,activity1,65a68-71565,,,1.0,0.0,,2,pokemon on the loose
../data/outputs/test1/activity1/65a68-73285.jpg,bookleta,activity1,65a68-73285,,1.0,1.0,4.0,,2,
../data/outputs/test1/activity1/65a68-73401-blank score sheet.jpg,bookleta,activity1,65a68-73401-blank score sheet,,,,14.0,,2,john's
../data/outputs/test1/activity1/65a68-73677.jpg,bookleta,activity1,65a68-73677,,,,,,,black eye peas
../data/outputs/test1/activity1/65a68-73780.jpg,bookleta,activity1,65a68-73780,,,,,,,the minion cyclops
../data/outputs/test1/activity1/65a68-74180.jpg,bookleta,activity1,65a68-74180,,0.0,1.0,6.0,,2,
../data/outputs/test1/activity1/65a68-74360.jpg,bookleta,activity1,65a68-74360,,1.0,2.0,2.0,,2,lifting a rock
../data/outputs/test1/activity1/65a68-RD-NS134711.jpg,bookleta,activity1,65a68-RD-NS134711,,,,,,,black egg salad
../data/outputs/test1/activity1/65a68-RD-NS472011.jpg,bookleta,activity1,65a68-RD-NS472011,,1.0,1.0,2.0,,2,the beautiful flower
../data/outputs/test1/activity1/6771d-43733.jpg,bookleta,activity1,6771d-43733,,1.0,,0.0,,1,knight eye
../data/outputs/test1/activity1/6771d-68091.jpg,bookleta,activity1,6771d-68091,,1.0,3.0,11.0,,2,sea
../data/outputs/test1/activity1/6771d-68639.jpg,bookleta,activity1,6771d-68639,,1.0,1.0,11.0,,1,the big mice
../data/outputs/test1/activity1/6771d-70668.jpg,bookleta,activity1,6771d-70668,,1.0,2.0,3.0,,1,dr scholls
../data/outputs/test1/activity1/6771d-71614.jpg,bookleta,activity1,6771d-71614,,1.0,1.0,6.0,,1,the black bunny
../data/outputs/test1/activity1/6771d-71866.jpg,bookleta,activity1,6771d-71866,,0.0,1.0,11.0,,2,
../data/outputs/test1/activity1/6771d-74433.jpg,bookleta,activity1,6771d-74433,,0.0,1.0,13.0,,2,
../data/outputs/test1/activity1/6771d-74551.jpg,bookleta,activity1,6771d-74551,,1.0,1.0,11.0,,1,the big mice
../data/outputs/test1/activity1/6771d-74742.jpg,bookleta,activity1,6771d-74742,1.0,0.0,2.0,10.0,,2,
../data/outputs/test1/activity1/6771d-77499.jpg,bookleta,activity1,6771d-77499,,1.0,2.0,26.0,,1,the perfect 
../data/outputs/test1/activity1/6771d-78383.jpg,bookleta,activity1,6771d-78383,,0.0,1.0,21.0,,2,clown face
../data/outputs/test1/activity1/68332-66088_Unmatched.jpg,bookleta,activity1,68332-66088_Unmatched,,1.0,0.0,3.0,,1,golf
../data/outputs/test1/activity1/68332-70976_Unmatched.jpg,bookleta,activity1,68332-70976_Unmatched,,,,,,,
../data/outputs/test1/activity1/68332-71596_Unmatched.jpg,bookleta,activity1,68332-71596_Unmatched,,1.0,3.0,8.0,,1,breakfast
../data/outputs/test1/activity1/68332-71787_Unmatched.jpg,bookleta,activity1,68332-71787_Unmatched,,1.0,3.0,8.0,,1,the alien eye
../data/outputs/test1/activity1/68332-73200_Unmatched.jpg,bookleta,activity1,68332-73200_Unmatched,,1.0,3.0,13.0,,1,happy butterfly
../data/outputs/test1/activity1/68332-74281_Unmatched.jpg,bookleta,activity1,68332-74281_Unmatched,,1.0,3.0,2.0,,1,the beauty
../data/outputs/test1/activity1/68332-74589_Unmatched.jpg,bookleta,activity1,68332-74589_Unmatched,,1.0,2.0,16.0,,2,the beach
../data/outputs/test1/activity1/68332-74723_Unmatched.jpg,bookleta,activity1,68332-74723_Unmatched,,1.0,3.0,5.0,,2,sunflower seed
../data/outputs/test1/activity1/68332-74733_Unmatched.jpg,bookleta,activity1,68332-74733_Unmatched,,0.0,3.0,20.0,,,twinkle of sky in eye
../data/outputs/test1/activity1/68332-74738_Unmatched.jpg,bookleta,activity1,68332-74738_Unmatched,,1.0,3.0,9.0,,1,a beautiful butterfly
../data/outputs/test1/activity1/68332-75734_Unmatched.jpg,bookleta,activity1,68332-75734_Unmatched,,1.0,3.0,9.0,,1,c'mouri
../data/outputs/test1/activity1/68332-75783_Unmatched.jpg,bookleta,activity1,68332-75783_Unmatched,,1.0,3.0,11.0,,,cheerful
../data/outputs/test1/activity1/68332-75926_Unmatched.jpg,bookleta,activity1,68332-75926_Unmatched,,0.0,3.0,40.0,,,the biggest egg
../data/outputs/test1/activity1/68332-76243_Unmatched.jpg,bookleta,activity1,68332-76243_Unmatched,,1.0,1.0,6.0,,1,star flower
../data/outputs/test1/activity1/6dcd4-0172.jpg,bookleta,activity1,6dcd4-0172,,,,,,,
../data/outputs/test1/activity1/6dcd4-0753.jpg,bookleta,activity1,6dcd4-0753,,,,,,,2012
../data/outputs/test1/activity1/6dcd4-0782.jpg,bookleta,activity1,6dcd4-0782,,,,,,,what lives on mars
../data/outputs/test1/activity1/6dcd4-1033.jpg,bookleta,activity1,6dcd4-1033,,,,,,,the gemi hat
../data/outputs/test1/activity1/6dcd4-1103.jpg,bookleta,activity1,6dcd4-1103,,,,,,,dog with a big nose
../data/outputs/test1/activity1/6dcd4-1322.jpg,bookleta,activity1,6dcd4-1322,,,,,,,growth and development
../data/outputs/test1/activity1/6dcd4-1354.jpg,bookleta,activity1,6dcd4-1354,,,,,,,egg
../data/outputs/test1/activity1/6dcd4-1603.jpg,bookleta,activity1,6dcd4-1603,,,,,,,killer ant
../data/outputs/test1/activity1/6dcd4-1636.jpg,bookleta,activity1,6dcd4-1636,,,,,,,the hungry baby
../data/outputs/test1/activity1/6dcd4-1662.jpg,bookleta,activity1,6dcd4-1662,,,,,,,the eye of a hurricane
../data/outputs/test1/activity1/6dcd4-2257.jpg,bookleta,activity1,6dcd4-2257,,,,,,,xl-clifford
../data/outputs/test1/activity1/6dcd4-2420.jpg,bookleta,activity1,6dcd4-2420,,,,,,,first pick 
../data/outputs/test1/activity1/6dcd4-2704.jpg,bookleta,activity1,6dcd4-2704,,,,,,,rocks
../data/outputs/test1/activity1/6dcd4-5224.jpg,bookleta,activity1,6dcd4-5224,,,,,,,the one ear bunny
../data/outputs/test1/activity1/6dcd4-5611.jpg,bookleta,activity1,6dcd4-5611,,,,,,,eye see the pain
../data/outputs/test1/activity1/6dcd4-7439.jpg,bookleta,activity1,6dcd4-7439,,,,,,,
../data/outputs/test1/activity1/6dcd4-7466.jpg,bookleta,activity1,6dcd4-7466,,,,,,,the egg head
../data/outputs/test1/activity1/6dcd4-7540.jpg,bookleta,activity1,6dcd4-7540,,,,,,,eyes of a butterfly
../data/outputs/test1/activity1/6dcd4-7844.jpg,bookleta,activity1,6dcd4-7844,,,,,,,the hunt for the egg
../data/outputs/test1/activity1/6dcd4-8117.jpg,bookleta,activity1,6dcd4-8117,,,,,,,lonely
../data/outputs/test1/activity1/6dcd4-8159.jpg,bookleta,activity1,6dcd4-8159,,,,,,,black eye creature
../data/outputs/test1/activity1/6dcd4-8177.jpg,bookleta,activity1,6dcd4-8177,,,,,,,opened flower
../data/outputs/test1/activity1/6dcd4-8178.jpg,bookleta,activity1,6dcd4-8178,,,,,,,alien
../data/outputs/test1/activity1/6dcd4-8292.jpg,bookleta,activity1,6dcd4-8292,,,,,,,growing hail
../data/outputs/test1/activity1/6dcd4-8900.jpg,bookleta,activity1,6dcd4-8900,,,,,,,what we are all after 
../data/outputs/test1/activity1/6dcd4-8956.jpg,bookleta,activity1,6dcd4-8956,,,,,,,
../data/outputs/test1/activity1/6dcd4-9107.jpg,bookleta,activity1,6dcd4-9107,,,,,,,unhatched loneliness
../data/outputs/test1/activity1/6dcd4-9441.jpg,bookleta,activity1,6dcd4-9441,,,,,,,silent party
../data/outputs/test1/activity1/781e5-69225.jpg,bookleta,activity1,781e5-69225,,1.0,1.0,6.0,,2,masked man
../data/outputs/test1/activity1/781e5-74809.jpg,bookleta,activity1,781e5-74809,,1.0,1.0,2.0,,2,
../data/outputs/test1/activity1/781e5-74910.jpg,bookleta,activity1,781e5-74910,,1.0,3.0,3.0,,1,the cup
../data/outputs/test1/activity1/781e5-77429.jpg,bookleta,activity1,781e5-77429,,1.0,2.0,8.0,,2,the black hen
../data/outputs/test1/activity1/781e5-78096.jpg,bookleta,activity1,781e5-78096,,,,,,,
../data/outputs/test1/activity1/781e5-79194.jpg,bookleta,activity1,781e5-79194,,,,,,,mess disaster
../data/outputs/test1/activity1/781e5-79472.jpg,bookleta,activity1,781e5-79472,,0.0,3.0,9.0,,2,the lesser war egg
../data/outputs/test1/activity1/781e5-80410.jpg,bookleta,activity1,781e5-80410,,1.0,2.0,8.0,,1,
../data/outputs/test1/activity1/781e5-80411.jpg,bookleta,activity1,781e5-80411,,1.0,0.0,1.0,,0,start
../data/outputs/test1/activity1/82527-RD-SG-4711.jpg,bookleta,activity1,82527-RD-SG-4711,,,3.0,10.0,,2,
../data/outputs/test1/activity1/8e820-65849.jpg,bookleta,activity1,8e820-65849,,1.0,2.0,6.0,,2,the turtle
../data/outputs/test1/activity1/8e820-67145.jpg,bookleta,activity1,8e820-67145,,1.0,2.0,14.0,,2,rat
../data/outputs/test1/activity1/8e820-67844.jpg,bookleta,activity1,8e820-67844,,1.0,2.0,18.0,,1,
../data/outputs/test1/activity1/8e820-74156.jpg,bookleta,activity1,8e820-74156,,1.0,3.0,8.0,,2,the sky
../data/outputs/test1/activity1/8e820-75068.jpg,bookleta,activity1,8e820-75068,,1.0,2.0,5.0,,1,the unusual bug
../data/outputs/test1/activity1/8e820-75563.jpg,bookleta,activity1,8e820-75563,,1.0,2.0,16.0,,1,new life
../data/outputs/test1/activity1/8e820-75623.jpg,bookleta,activity1,8e820-75623,,1.0,1.0,2.0,,1,the pill
../data/outputs/test1/activity1/8e820-76332.jpg,bookleta,activity1,8e820-76332,,1.0,1.0,6.0,,2,the king
../data/outputs/test1/activity1/94fd1-09558_UM.jpg,bookleta,activity1,94fd1-09558_UM,,1.0,1.0,2.0,,2,the bbug of the future
../data/outputs/test1/activity1/94fd1-55311.jpg,bookleta,activity1,94fd1-55311,,1.0,2.0,6.0,,2,the lone spider
../data/outputs/test1/activity1/94fd1-66368_UM.jpg,bookleta,activity1,94fd1-66368_UM,,0.0,,1.0,,2,cooking egg
../data/outputs/test1/activity1/94fd1-70694.jpg,bookleta,activity1,94fd1-70694,,1.0,3.0,1.0,,2,yeeeeaaahh
../data/outputs/test1/activity1/94fd1-70921.jpg,bookleta,activity1,94fd1-70921,,1.0,2.0,8.0,,2,
